"row","col","label"
"126","49","ROI2"
"127","49","ROI2"
"128","49","ROI2"
"129","49","ROI2"
"130","49","ROI2"
"131","49","ROI2"
"132","49","ROI2"
"124","50","ROI2"
"125","50","ROI2"
"126","50","ROI2"
"127","50","ROI2"
"128","50","ROI2"
"129","50","ROI2"
"131","50","ROI2"
"132","50","ROI2"
"133","50","ROI2"
"134","50","ROI2"
"119","51","ROI2"
"120","51","ROI2"
"121","51","ROI2"
"122","51","ROI2"
"123","51","ROI2"
"124","51","ROI2"
"125","51","ROI2"
"126","51","ROI2"
"127","51","ROI2"
"128","51","ROI2"
"129","51","ROI2"
"130","51","ROI2"
"131","51","ROI2"
"132","51","ROI2"
"133","51","ROI2"
"134","51","ROI2"
"135","51","ROI2"
"117","52","ROI2"
"118","52","ROI2"
"119","52","ROI2"
"120","52","ROI2"
"121","52","ROI2"
"123","52","ROI2"
"124","52","ROI2"
"125","52","ROI2"
"126","52","ROI2"
"127","52","ROI2"
"128","52","ROI2"
"129","52","ROI2"
"130","52","ROI2"
"132","52","ROI2"
"133","52","ROI2"
"134","52","ROI2"
"135","52","ROI2"
"136","52","ROI2"
"116","53","ROI2"
"117","53","ROI2"
"118","53","ROI2"
"119","53","ROI2"
"120","53","ROI2"
"122","53","ROI2"
"123","53","ROI2"
"124","53","ROI2"
"125","53","ROI2"
"126","53","ROI2"
"127","53","ROI2"
"128","53","ROI2"
"129","53","ROI2"
"130","53","ROI2"
"131","53","ROI2"
"132","53","ROI2"
"133","53","ROI2"
"134","53","ROI2"
"135","53","ROI2"
"136","53","ROI2"
"137","53","ROI2"
"114","54","ROI2"
"115","54","ROI2"
"116","54","ROI2"
"117","54","ROI2"
"118","54","ROI2"
"119","54","ROI2"
"120","54","ROI2"
"121","54","ROI2"
"122","54","ROI2"
"123","54","ROI2"
"124","54","ROI2"
"125","54","ROI2"
"126","54","ROI2"
"127","54","ROI2"
"128","54","ROI2"
"129","54","ROI2"
"130","54","ROI2"
"131","54","ROI2"
"132","54","ROI2"
"133","54","ROI2"
"134","54","ROI2"
"135","54","ROI2"
"136","54","ROI2"
"137","54","ROI2"
"138","54","ROI2"
"113","55","ROI2"
"114","55","ROI2"
"115","55","ROI2"
"116","55","ROI2"
"117","55","ROI2"
"118","55","ROI2"
"119","55","ROI2"
"120","55","ROI2"
