"row","col","label"
"48","42","ROI1"
"14","43","ROI1"
"15","43","ROI1"
"16","43","ROI1"
"17","43","ROI1"
"18","43","ROI1"
"19","43","ROI1"
"20","43","ROI1"
"21","43","ROI1"
"22","43","ROI1"
"23","43","ROI1"
"24","43","ROI1"
"25","43","ROI1"
"26","43","ROI1"
"27","43","ROI1"
"28","43","ROI1"
"29","43","ROI1"
"30","43","ROI1"
"31","43","ROI1"
"32","43","ROI1"
"33","43","ROI1"
"34","43","ROI1"
"35","43","ROI1"
"36","43","ROI1"
"37","43","ROI1"
"38","43","ROI1"
"39","43","ROI1"
"40","43","ROI1"
"41","43","ROI1"
"42","43","ROI1"
"43","43","ROI1"
"44","43","ROI1"
"46","43","ROI1"
"47","43","ROI1"
"48","43","ROI1"
"15","44","ROI1"
"16","44","ROI1"
"17","44","ROI1"
"18","44","ROI1"
"19","44","ROI1"
"20","44","ROI1"
"21","44","ROI1"
"22","44","ROI1"
"23","44","ROI1"
"25","44","ROI1"
"26","44","ROI1"
"27","44","ROI1"
"28","44","ROI1"
"29","44","ROI1"
"30","44","ROI1"
"31","44","ROI1"
"32","44","ROI1"
"33","44","ROI1"
"34","44","ROI1"
"35","44","ROI1"
"36","44","ROI1"
"37","44","ROI1"
"38","44","ROI1"
"39","44","ROI1"
"40","44","ROI1"
"41","44","ROI1"
"42","44","ROI1"
"43","44","ROI1"
"44","44","ROI1"
"45","44","ROI1"
"46","44","ROI1"
"47","44","ROI1"
"48","44","ROI1"
"15","45","ROI1"
"16","45","ROI1"
"17","45","ROI1"
"18","45","ROI1"
"19","45","ROI1"
"20","45","ROI1"
"21","45","ROI1"
"22","45","ROI1"
"23","45","ROI1"
"24","45","ROI1"
"25","45","ROI1"
"26","45","ROI1"
"27","45","ROI1"
"28","45","ROI1"
"29","45","ROI1"
"30","45","ROI1"
"31","45","ROI1"
"32","45","ROI1"
"33","45","ROI1"
"34","45","ROI1"
"35","45","ROI1"
"36","45","ROI1"
"37","45","ROI1"
"38","45","ROI1"
"39","45","ROI1"
"40","45","ROI1"
"41","45","ROI1"
"42","45","ROI1"
"43","45","ROI1"
"44","45","ROI1"
"45","45","ROI1"
"46","45","ROI1"
"47","45","ROI1"
"16","46","ROI1"
"17","46","ROI1"
"18","46","ROI1"
"19","46","ROI1"
"20","46","ROI1"
"21","46","ROI1"
"22","46","ROI1"
"23","46","ROI1"
"24","46","ROI1"
"25","46","ROI1"
"26","46","ROI1"
"27","46","ROI1"
"28","46","ROI1"
"29","46","ROI1"
"30","46","ROI1"
"31","46","ROI1"
"32","46","ROI1"
"33","46","ROI1"
"34","46","ROI1"
"35","46","ROI1"
"36","46","ROI1"
"37","46","ROI1"
"38","46","ROI1"
"39","46","ROI1"
"40","46","ROI1"
"41","46","ROI1"
"42","46","ROI1"
"43","46","ROI1"
"44","46","ROI1"
"45","46","ROI1"
"46","46","ROI1"
"47","46","ROI1"
"17","47","ROI1"
"18","47","ROI1"
"19","47","ROI1"
"20","47","ROI1"
"21","47","ROI1"
"22","47","ROI1"
"23","47","ROI1"
"24","47","ROI1"
"25","47","ROI1"
"26","47","ROI1"
"27","47","ROI1"
"28","47","ROI1"
"29","47","ROI1"
"30","47","ROI1"
"31","47","ROI1"
"32","47","ROI1"
"33","47","ROI1"
